user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SRR1586320rbin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter sp002427885	GCA_002427885.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter sp002427885	100.0	0.99	GCA_002427885.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__Paludibacter sp002427885	100.0	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017882285.1, s__Paludibacter sp017882285, 95.0, 78.47, 0.35; GCA_019163375.1, s__Paludibacter sp019163375, 95.0, 78.32, 0.23; GCA_903929065.1, s__Paludibacter sp903929065, 95.0, 78.01, 0.24; GCF_000183135.1, s__Paludibacter propionicigenes, 95.0, 78.0, 0.21; GCA_002427615.1, s__Paludibacter sp002427615, 95.0, 78.0, 0.21; GCA_015654525.1, s__Paludibacter sp015654525, 95.0, 77.81, 0.21; GCA_903901975.1, s__Paludibacter sp903901975, 95.0, 77.76, 0.21; GCA_013426815.1, s__Paludibacter sp013426815, 95.0, 77.69, 0.25; GCA_010365115.1, s__Paludibacter sp010365115, 95.0, 77.69, 0.19; GCA_903830915.1, s__Paludibacter sp903830915, 95.0, 77.68, 0.16; GCA_903911085.1, s__Paludibacter sp903911085, 95.0, 77.63, 0.15; GCA_018054805.1, s__Paludibacter sp018054805, 95.0, 77.54, 0.16; GCA_903873355.1, s__Paludibacter sp903873355, 95.0, 77.4, 0.2; GCA_003250325.1, s__Paludibacter sp003250325, 95.0, 77.29, 0.2; GCA_903927945.1, s__Paludibacter sp903927945, 95.0, 77.03, 0.14; GCA_017989795.1, s__Paludibacter sp017989795, 95.0, 77.02, 0.13; GCA_903899865.1, s__Paludibacter sp903899865, 95.0, 76.98, 0.1; GCA_903912795.1, s__Paludibacter sp903912795, 95.0, 76.94, 0.12; GCA_001873635.1, s__Paludibacter sp001873635, 95.0, 76.94, 0.12; GCA_009929375.1, s__Paludibacter sp009929375, 95.0, 76.91, 0.11; GCA_016937795.1, s__Paludibacter sp016937795, 95.0, 76.64, 0.11; GCA_017860345.1, s__Paludibacter sp017860345, 95.0, 76.4, 0.11; GCA_001898935.1, s__Paludibacter sp001898935, 95.0, 76.17, 0.05; GCA_012519425.1, s__Paludibacter sp012519425, 95.0, 76.15, 0.04; GCA_002070265.1, s__Paludibacter sp002070265, 95.0, 75.61, 0.04	96.94	11	N/A	N/A
SRR1586320rbin.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__UBA6024 sp002429385	GCA_002429385.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__UBA6024 sp002429385	99.99	0.99	GCA_002429385.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__UBA6024 sp002429385	99.99	0.99	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013824715.1, s__UBA6024 sp013824715, 95.0, 78.09, 0.29; GCA_903865775.1, s__UBA6024 sp903865775, 95.0, 78.02, 0.3; GCA_003457135.1, s__UBA6024 sp003457135, 95.0, 77.99, 0.27; GCA_019163175.1, s__UBA6024 sp019163175, 95.0, 77.98, 0.24; GCA_003537645.1, s__UBA6024 sp003537645, 95.0, 77.98, 0.2; GCA_903834475.1, s__UBA6024 sp903834475, 95.0, 77.76, 0.28; GCA_014380255.1, s__UBA6024 sp014380255, 95.0, 77.42, 0.19; GCA_016788685.1, s__UBA6024 sp016788685, 95.0, 77.41, 0.25	96.54	11	N/A	N/A
SRR1586320rbin.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	N/A	N/A	N/A	N/A	N/A	GCA_002429165.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__Gallionella sp002429165	90.67	0.8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002403995.1, s__Gallionella sp002403995, 95.0, 84.63, 0.7; GCA_003153155.1, s__Gallionella sp003153155, 95.0, 84.43, 0.72; GCA_017880945.1, s__Gallionella sp017880945, 95.0, 84.31, 0.63; GCA_003134595.1, s__Gallionella sp003134595, 95.0, 84.19, 0.68; GCA_001577345.1, s__Gallionella acididurans, 95.0, 82.99, 0.7; GCA_017880865.1, s__Gallionella sp017880865, 95.0, 82.09, 0.68; GCA_903858965.1, s__Gallionella sp903858965, 95.0, 81.71, 0.6; GCA_002381565.1, s__Gallionella sp002381565, 95.0, 81.25, 0.46; GCA_001801175.1, s__Gallionella sp001801175, 95.0, 80.62, 0.56; GCA_016195965.1, s__Gallionella sp016195965, 95.0, 80.58, 0.56; GCA_016218415.1, s__Gallionella sp016218415, 95.0, 80.46, 0.57; GCA_016183575.1, s__Gallionella sp016183575, 95.0, 80.16, 0.38; GCA_004298605.1, s__Gallionella sp004298605, 95.0, 80.02, 0.4; GCA_016177795.1, s__Gallionella sp016177795, 95.0, 79.97, 0.36; GCA_001801105.1, s__Gallionella sp001801105, 95.0, 79.94, 0.47; GCA_016218475.1, s__Gallionella sp016218475, 95.0, 79.87, 0.43; GCA_001801215.1, s__Gallionella sp001801215, 95.0, 79.78, 0.5; GCA_016197305.1, s__Gallionella sp016197305, 95.0, 79.68, 0.43; GCA_016716325.1, s__Gallionella sp016716325, 95.0, 79.66, 0.5; GCF_018324385.1, s__Gallionella kumadai, 95.0, 79.56, 0.51; GCA_001801055.1, s__Gallionella sp001801055, 95.0, 79.23, 0.34; GCA_013043965.1, s__Gallionella sp013043965, 95.0, 79.12, 0.43; GCA_001801085.1, s__Gallionella sp001801085, 95.0, 78.97, 0.4; GCA_016218465.1, s__Gallionella sp016218465, 95.0, 78.93, 0.31; GCA_903934275.1, s__Gallionella sp903934275, 95.0, 78.89, 0.38; GCA_013044075.1, s__Gallionella sp013044075, 95.0, 78.84, 0.39; GCA_003235435.1, s__Gallionella sp003235435, 95.0, 78.8, 0.29; GCA_002780675.1, s__Gallionella sp002780675, 95.0, 77.62, 0.27; GCA_001801025.1, s__Gallionella sp001801025, 95.0, 77.61, 0.23; GCF_000145255.1, s__Gallionella capsiferriformans, 95.0, 77.58, 0.26; GCA_903885165.1, s__Gallionella sp903885165, 95.0, 77.0, 0.25; GCA_013141315.1, s__Gallionella sp013141315, 95.0, 76.92, 0.16; GCA_903876685.1, s__Gallionella sp903876685, 95.0, 76.8, 0.2; GCA_903915035.1, s__Gallionella sp903915035, 95.0, 76.76, 0.17; GCA_002414205.1, s__Gallionella sp002414205, 95.0, 76.72, 0.19; GCA_903861075.1, s__Gallionella sp903861075, 95.0, 76.48, 0.09	54.35	11	0.9849797386089345	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SRR1586321rbin.10	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__Ramlibacter tataouinensis_A	GCA_002427815.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__Ramlibacter tataouinensis_A	99.97	0.98	GCA_002427815.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__Ramlibacter tataouinensis_A	99.97	0.98	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012274225.1, s__Ramlibacter sp012274225, 95.0, 85.95, 0.76; GCF_013155545.1, s__Ramlibacter soli, 95.0, 82.06, 0.44; GCF_012184415.1, s__Ramlibacter lithotrophicus, 95.0, 81.88, 0.53; GCA_016191525.1, s__Ramlibacter sp016191525, 95.0, 81.81, 0.45; GCF_000215705.1, s__Ramlibacter tataouinensis, 95.0, 81.61, 0.52; GCF_001424545.1, s__Ramlibacter sp001424545, 95.0, 81.4, 0.47; GCA_013815685.1, s__Ramlibacter sp013815685, 95.0, 81.35, 0.47; GCF_001580455.1, s__Ramlibacter tataouinensis_B, 95.0, 81.26, 0.45; GCA_013697775.1, s__Ramlibacter sp013697775, 95.0, 81.25, 0.45; GCF_015159745.1, s__Ramlibacter aquaticus, 95.0, 81.16, 0.52; GCF_014874145.1, s__Ramlibacter sp014874145, 95.0, 81.15, 0.45; GCF_004681975.1, s__Ramlibacter sp004681975, 95.0, 81.09, 0.47; GCA_014376915.1, s__Ramlibacter sp014376915, 95.0, 81.09, 0.57; GCF_003797765.1, s__Ramlibacter sp003797765, 95.0, 81.08, 0.46; GCF_013087525.1, s__Ramlibacter sp013087525, 95.0, 81.08, 0.5; GCF_004682015.1, s__Ramlibacter henchirensis, 95.0, 81.06, 0.42; GCF_013778345.1, s__Ramlibacter sp013778345, 95.0, 80.99, 0.43; GCF_015831345.1, s__Ramlibacter sp015831345, 95.0, 80.89, 0.47; GCF_015070875.1, s__Ramlibacter sp015070875, 95.0, 80.87, 0.46; GCF_016641735.1, s__Ramlibacter sp016641735, 95.0, 80.78, 0.47; GCA_000426125.1, s__Ramlibacter sp000426125, 95.0, 80.75, 0.41; GCA_013127575.1, s__Ramlibacter sp013127575, 95.0, 80.7, 0.43; GCF_016722785.1, s__Ramlibacter monticola, 95.0, 80.68, 0.46; GCF_016722765.1, s__Ramlibacter alkalitolerans, 95.0, 80.66, 0.45; GCA_016213325.1, s__Ramlibacter sp016213325, 95.0, 80.61, 0.44; GCA_004144865.1, s__Ramlibacter sp004144865, 95.0, 80.58, 0.5; GCF_012927085.1, s__Ramlibacter sp012927085, 95.0, 80.52, 0.47; GCA_017988075.1, s__Ramlibacter sp017988075, 95.0, 80.47, 0.53; GCF_004681965.1, s__Ramlibacter rhizophilus, 95.0, 80.45, 0.4; GCF_007833165.1, s__Ramlibacter sp007833165, 95.0, 80.44, 0.43; GCF_014297465.1, s__Ramlibacter sp014297465, 95.0, 80.39, 0.42; GCF_016654015.1, s__Ramlibacter ginsenosidimutans, 95.0, 80.25, 0.41; GCA_016713005.1, s__Ramlibacter sp016713005, 95.0, 80.22, 0.42; GCF_014297445.1, s__Ramlibacter sp014297445, 95.0, 80.05, 0.43; GCF_016722895.1, s__Ramlibacter sp016722895, 95.0, 79.93, 0.33; GCF_001044395.1, s__Ramlibacter sp001044395, 95.0, 79.78, 0.42; GCF_009646335.1, s__Ramlibacter koreensis, 95.0, 79.51, 0.38	96.47	11	N/A	N/A
SRR1586321rbin.15	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003455565	GCA_003455565.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003455565	99.43	0.78	GCA_003455565.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__UBA11358 sp003455565	99.43	0.78	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_903884535.1, s__UBA11358 sp903884535, 95.0, 81.67, 0.44; GCA_903944085.1, s__UBA11358 sp903944085, 95.0, 81.2, 0.53; GCA_903850425.1, s__UBA11358 sp903850425, 95.0, 81.04, 0.54; GCA_003139955.1, s__UBA11358 sp003139955, 95.0, 80.92, 0.45; GCA_903878805.1, s__UBA11358 sp903878805, 95.0, 80.69, 0.5; GCA_903833055.1, s__UBA11358 sp903833055, 95.0, 80.51, 0.47; GCA_903918885.1, s__UBA11358 sp903918885, 95.0, 80.42, 0.48; GCA_903861445.1, s__UBA11358 sp903861445, 95.0, 80.13, 0.43; GCA_003151855.1, s__UBA11358 sp003151855, 95.0, 80.06, 0.36; GCA_903827955.1, s__UBA11358 sp903827955, 95.0, 80.06, 0.4; GCA_903870815.1, s__UBA11358 sp903870815, 95.0, 79.9, 0.41; GCA_903917705.1, s__UBA11358 sp903917705, 95.0, 79.89, 0.29; GCA_003133815.1, s__UBA11358 sp003133815, 95.0, 79.71, 0.36; GCA_903858275.1, s__UBA11358 sp903858275, 95.0, 79.7, 0.35; GCA_903889895.1, s__UBA11358 sp903889895, 95.0, 79.69, 0.33; GCA_903921455.1, s__UBA11358 sp903921455, 95.0, 79.62, 0.41; GCA_903922735.1, s__UBA11358 sp903922735, 95.0, 79.54, 0.37; GCA_903847285.1, s__UBA11358 sp903847285, 95.0, 78.85, 0.31; GCA_903842235.1, s__UBA11358 sp903842235, 95.0, 78.79, 0.29; GCA_903911825.1, s__UBA11358 sp903911825, 95.0, 78.71, 0.3; GCA_903822015.1, s__UBA11358 sp903822015, 95.0, 78.68, 0.32; GCA_903865745.1, s__UBA11358 sp903865745, 95.0, 78.64, 0.31; GCA_903835255.1, s__UBA11358 sp903835255, 95.0, 78.24, 0.26; GCA_903872345.1, s__UBA11358 sp903872345, 95.0, 77.51, 0.28; GCA_903820285.1, s__UBA11358 sp903820285, 95.0, 77.4, 0.24; GCA_903888765.1, s__UBA11358 sp903888765, 95.0, 77.16, 0.21; GCA_903895255.1, s__UBA11358 sp903895255, 95.0, 76.99, 0.17; GCA_903875465.1, s__UBA11358 sp903875465, 95.0, 76.55, 0.14; GCA_903936645.1, s__UBA11358 sp903936645, 95.0, 76.53, 0.14	83.08	11	N/A	N/A
SRR1586321rbin.4	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__UBA4719;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003132125.1, s__UBA4719 sp003132125, 95.0, 91.54, 0.68; GCA_012927555.1, s__UBA4719 sp012927555, 95.0, 91.17, 0.71; GCA_002404345.1, s__UBA4719 sp002404345, 95.0, 83.16, 0.65; GCA_014377705.1, s__UBA4719 sp014377705, 95.0, 81.09, 0.54; GCA_003157445.1, s__UBA4719 sp003157445, 95.0, 79.04, 0.34	52.68	11	0.9814380758449566	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SRR1586323rbin.7	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	63.86	11	0.9090129620966936	N/A
SRR1586324rbin.20	d__Bacteria;p__Chloroflexota;c__FW602-bin22;o__FW602-bin22;f__CADDYW01;g__CADDYW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_902810745.1	95.0	d__Bacteria;p__Chloroflexota;c__FW602-bin22;o__FW602-bin22;f__CADDYW01;g__CADDYW01;s__CADDYW01 sp902810745	76.82	0.17	d__Bacteria;p__Chloroflexota;c__FW602-bin22;o__FW602-bin22;f__CADDYW01;g__CADDYW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	43.75	11	0.86851534472305	N/A
SRR1586324rbin.22	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Lacisediminihabitans;s__	N/A	N/A	N/A	N/A	N/A	GCF_008040105.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Lacisediminihabitans;s__Lacisediminihabitans profunda	91.57	0.79	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Lacisediminihabitans;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003454135.1, s__Lacisediminihabitans sp003454135, 95.0, 84.91, 0.68; GCF_014217685.1, s__Lacisediminihabitans sp014217685, 95.0, 80.7, 0.5; GCF_016634425.1, s__Lacisediminihabitans sp016634425, 95.0, 79.94, 0.41; GCF_015751965.1, s__Lacisediminihabitans sp015751965, 95.0, 79.14, 0.38	83.58	11	0.9950624774180116	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SRR1586324rbin.3	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__CF-167;s__	N/A	N/A	N/A	N/A	N/A	GCA_013816405.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__CF-167;s__CF-167 sp013816405	88.55	0.8	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__CF-167;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_005879775.1, s__CF-167 sp005879775, 95.0, 80.79, 0.47	72.97	11	0.9734398881013133	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SRR1586324rbin.8	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.32	11	0.5016243378325123	N/A
SRR1586325rbin.6	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002403785.1, s__Clostridium_AD sp002403785, 95.0, 84.32, 0.59; GCF_011065905.1, s__Clostridium_AD estertheticum_B, 95.0, 83.77, 0.53; GCA_016650095.1, s__Clostridium_AD sp016650095, 95.0, 82.76, 0.59; GCF_018861325.1, s__Clostridium_AD estertheticum_C, 95.0, 82.62, 0.56; GCF_018861905.1, s__Clostridium_AD sp018861905, 95.0, 82.61, 0.53; GCF_001877035.1, s__Clostridium_AD estertheticum, 95.0, 82.52, 0.53; GCF_018861735.1, s__Clostridium_AD lacusfryxellense, 95.0, 82.47, 0.56; GCF_018861865.1, s__Clostridium_AD frigoris, 95.0, 82.39, 0.57; GCF_011065935.1, s__Clostridium_AD estertheticum_A, 95.0, 82.28, 0.54; GCF_003865095.1, s__Clostridium_AD tagluense, 95.0, 82.2, 0.5; GCF_018861705.1, s__Clostridium_AD psychrophilum, 95.0, 81.96, 0.57; GCF_018861755.1, s__Clostridium_AD sp018861755, 95.0, 81.94, 0.51; GCF_018861315.1, s__Clostridium_AD bowmanii, 95.0, 81.7, 0.49; GCA_016650035.1, s__Clostridium_AD sp016650035, 95.0, 80.86, 0.47	88.6	11	0.9657803000148318	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
SRR2901746rbin.30	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_007018905.1, s__Tardiphaga sp007018905, 95.0, 84.25, 0.59; GCA_014377915.1, s__Tardiphaga sp014377915, 95.0, 83.5, 0.64; GCF_003096755.1, s__Tardiphaga sp003096755, 95.0, 82.18, 0.6; GCF_013359755.1, s__Tardiphaga robiniae, 95.0, 82.1, 0.58; GCF_001618955.1, s__Tardiphaga robiniae_A, 95.0, 82.08, 0.6; GCF_008329525.1, s__Tardiphaga sp008329525, 95.0, 82.05, 0.57; GCF_900114605.1, s__Tardiphaga sp900114605, 95.0, 81.94, 0.58; GCF_018279705.1, s__Tardiphaga sp018279705, 95.0, 81.38, 0.52; GCA_004173095.1, s__Tardiphaga sp004173095, 95.0, 81.22, 0.64; GCA_002256345.1, s__Tardiphaga sp002256345, 95.0, 81.2, 0.52	89.61	11	0.9822938938549849	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
