Genome Name,Study,Sample Name,Assembler,Genome Size,N50,# Contigs,Completeness,Contamination,Strain Heterogeneity,SGB ID
VincentC_2016__MM086.3__bin.4,VincentC_2016,MM086.3,MEGAHIT,1921601,29580,111,94.38813814,0.274024024,0.016267,1557
VincentC_2016__MM086.3__bin.5,VincentC_2016,MM086.3,MEGAHIT,1737223,13091,216,95.22727273,3.496503497,0.2891603,6705
VincentC_2016__MM086.3__bin.6,VincentC_2016,MM086.3,MEGAHIT,2027204,32913,98,96.86899988,1.500789889,0.0184682,15488
VincentC_2016__MM086.3__bin.8,VincentC_2016,MM086.3,MEGAHIT,2459088,10308,321,97.1003987,1.685393258,0.0336605,7967
VincentC_2016__MM086.3__bin.9,VincentC_2016,MM086.3,MEGAHIT,1311339,5513,294,85.85220674,3.37543554,0.1231062,6686
VincentC_2016__MM086.5__bin.11,VincentC_2016,MM086.5,MEGAHIT,1827958,42696,85,90.37786401,1.00886918,0.0822616,6671
VincentC_2016__MM086.5__bin.12,VincentC_2016,MM086.5,MEGAHIT,1715041,14018,153,94.88993711,0,0.0585136,1974
VincentC_2016__MM086.5__bin.14,VincentC_2016,MM086.5,MEGAHIT,1205488,41370,47,51.89873418,0,0.0467112,5825
VincentC_2016__MM086.5__bin.15,VincentC_2016,MM086.5,MEGAHIT,1392894,6410,297,88.410381,3.619750483,0.3346538,19431
VincentC_2016__MM086.5__bin.16,VincentC_2016,MM086.5,MEGAHIT,1160260,3611,359,55.83574842,0.793166565,1.4261353,15106
VincentC_2016__MM086.5__bin.6,VincentC_2016,MM086.5,MEGAHIT,3063461,35091,134,97.95918367,1.700680272,0.1195529,9228
VincentC_2016__MM086.5__bin.7,VincentC_2016,MM086.5,MEGAHIT,1879175,39795,77,91.89189189,0,0.0195303,1557
VincentC_2016__MM086.5__bin.8,VincentC_2016,MM086.5,MEGAHIT,2084039,98813,38,98.65111192,1.184834123,0.00764,15488
VincentC_2016__MM086.6__bin.1,VincentC_2016,MM086.6,MEGAHIT,1094439,2816,392,58.21600148,2.276422764,0.5522884,6686
VincentC_2016__MM086.6__bin.11,VincentC_2016,MM086.6,MEGAHIT,1304649,4666,315,88.66585684,1.291512915,0.1605744,19431
VincentC_2016__MM086.6__bin.15,VincentC_2016,MM086.6,MEGAHIT,1556463,11923,194,91.82983683,1.68997669,1.3255594,6697
VincentC_2016__MM086.6__bin.3,VincentC_2016,MM086.6,MEGAHIT,1387193,4811,350,69.80861244,0,0.7357468,6698
VincentC_2016__MM086.6__bin.4,VincentC_2016,MM086.6,MEGAHIT,1863937,32532,80,92.98986486,0,0.0155545,1557
VincentC_2016__MM086.6__bin.5,VincentC_2016,MM086.6,MEGAHIT,2372340,8268,348,58.62068966,0,0.3045573,1626
VincentC_2016__MM086.6__bin.7,VincentC_2016,MM086.6,MEGAHIT,1206546,107811,17,61.13744076,0,0.0138543,15488
VincentC_2016__MM087.1__bin.1,VincentC_2016,MM087.1,MEGAHIT,2556628,2585,989,54.10799684,1.971823544,0.4873273,6136
VincentC_2016__MM087.1__bin.10,VincentC_2016,MM087.1,MEGAHIT,1556600,4999,369,79.46166755,1.081081081,0.1859517,1557
VincentC_2016__MM087.1__bin.14,VincentC_2016,MM087.1,MEGAHIT,3762619,17047,314,95.59033734,0,0.0950813,4037
VincentC_2016__MM087.1__bin.6,VincentC_2016,MM087.1,MEGAHIT,2685430,74482,63,99.62546816,0,0.0286878,7962
VincentC_2016__MM087.2__bin.1,VincentC_2016,MM087.2,MEGAHIT,2390271,24405,148,99.25093633,0,0.0223396,7967
VincentC_2016__MM087.2__bin.2,VincentC_2016,MM087.2,MEGAHIT,3294363,3679,1005,80.21713615,1.408450704,0.4059961,6142
VincentC_2016__MM087.2__bin.6,VincentC_2016,MM087.2,MEGAHIT,2509838,33729,119,92.77904907,0.292397661,0.0278283,4584
VincentC_2016__MM087.2__bin.8,VincentC_2016,MM087.2,MEGAHIT,3495978,10738,472,89.1509434,0.943396226,0.0944611,4037
VincentC_2016__MM088__bin.11,VincentC_2016,MM088,MEGAHIT,2283311,40256,88,95.02265745,0.044642857,0.062651,1515
VincentC_2016__MM088__bin.13,VincentC_2016,MM088,MEGAHIT,1144998,3052,393,56.27019361,2.151999496,0.5790895,1985
VincentC_2016__MM088__bin.15,VincentC_2016,MM088,MEGAHIT,2559530,5633,569,90.43560606,2.575757576,0.2596221,15369
VincentC_2016__MM088__bin.19,VincentC_2016,MM088,MEGAHIT,2144765,11655,261,91.77740864,1.841085271,0.5457064,17205
VincentC_2016__MM088__bin.20,VincentC_2016,MM088,MEGAHIT,1587285,24567,93,62.06896552,0,0.0977812,1504
VincentC_2016__MM088__bin.21,VincentC_2016,MM088,MEGAHIT,1451459,3994,404,76.91870629,0.874125874,0.3651772,14306
VincentC_2016__MM088__bin.22,VincentC_2016,MM088,MEGAHIT,1669458,26371,87,94.7851153,0.437785177,0.0463501,2019
VincentC_2016__MM088__bin.26,VincentC_2016,MM088,MEGAHIT,1631469,4195,438,80.67778588,4.242258531,0.4137662,15488
VincentC_2016__MM088__bin.27,VincentC_2016,MM088,MEGAHIT,1852944,6907,328,89.91090147,2.568134172,0.1148879,1983
VincentC_2016__MM088__bin.30,VincentC_2016,MM088,MEGAHIT,2144916,7943,340,91.15586932,1.647286822,0.6459088,17208
VincentC_2016__MM088__bin.4,VincentC_2016,MM088,MEGAHIT,1018480,3263,328,68.35758979,1.414514145,0.2042664,19429
VincentC_2016__MM088__bin.6,VincentC_2016,MM088,MEGAHIT,2263998,15311,189,92.16190764,0.377358491,0.142715,2076
VincentC_2016__MM088__bin.7,VincentC_2016,MM088,MEGAHIT,1351019,22630,98,92.98780488,0.609756098,0.0799977,5297
VincentC_2016__MM088__bin.8,VincentC_2016,MM088,MEGAHIT,1321229,8757,209,91.43121107,0.914634146,0.2387312,5302
VincentC_2016__MM088__bin.9,VincentC_2016,MM088,MEGAHIT,637648,125344,7,60.34482759,0,0.0547615,6726
VincentC_2016__MM089.1__bin.1,VincentC_2016,MM089.1,MEGAHIT,1818914,7204,319,88.5484263,2.886686773,0.1369431,15488
VincentC_2016__MM089.1__bin.13,VincentC_2016,MM089.1,MEGAHIT,1876951,59892,55,96.28994128,0.354609929,0.050961,8028
VincentC_2016__MM089.1__bin.14,VincentC_2016,MM089.1,MEGAHIT,887878,6288,174,62.63094718,0.712025316,0.3897582,5793
VincentC_2016__MM089.1__bin.16,VincentC_2016,MM089.1,MEGAHIT,1499486,15966,140,89.61734479,0.786163522,0.13579,2018
VincentC_2016__MM089.1__bin.18,VincentC_2016,MM089.1,MEGAHIT,2491297,20431,177,95.17857143,0.023041475,0.0598941,1507
VincentC_2016__MM089.1__bin.19,VincentC_2016,MM089.1,MEGAHIT,1733722,20143,160,97.11538462,1.748251748,0.2048342,6715
VincentC_2016__MM089.1__bin.2,VincentC_2016,MM089.1,MEGAHIT,1807299,13774,163,94.88993711,0,0.0497742,1974
VincentC_2016__MM089.1__bin.23,VincentC_2016,MM089.1,MEGAHIT,1791290,8196,269,92.47112812,1.047904192,0.2231579,5848
VincentC_2016__MM089.1__bin.24,VincentC_2016,MM089.1,MEGAHIT,1397630,6599,270,91.4779577,3.307715491,0.1565904,5832
VincentC_2016__MM089.1__bin.3,VincentC_2016,MM089.1,MEGAHIT,1273378,10563,163,81.40297203,0.932400932,0.6738636,6713
VincentC_2016__MM089.1__bin.4,VincentC_2016,MM089.1,MEGAHIT,1353013,10884,174,84.67365967,1.398601399,0.4218634,6726
VincentC_2016__MM089.1__bin.5,VincentC_2016,MM089.1,MEGAHIT,952974,3889,274,62.43818944,0.220125786,1.4694337,2019
VincentC_2016__MM089.1__bin.6,VincentC_2016,MM089.1,MEGAHIT,1761931,9128,282,90.23018648,3.846153846,0.522363,6701
VincentC_2016__MM089.1__bin.7,VincentC_2016,MM089.1,MEGAHIT,1958951,25488,116,97.31606607,0,0.0723209,1557
VincentC_2016__MM089.1__bin.9,VincentC_2016,MM089.1,MEGAHIT,1523745,9371,213,91.22399106,2.419354839,0.1352086,960
VincentC_2016__MM089.2__bin.12,VincentC_2016,MM089.2,MEGAHIT,2255028,42582,100,98.67511521,2.146697389,0.084731,17248
VincentC_2016__MM089.2__bin.3,VincentC_2016,MM089.2,MEGAHIT,1391139,4002,396,75.93822844,4.217657343,1.4386731,6713
VincentC_2016__MM089.2__bin.5,VincentC_2016,MM089.2,MEGAHIT,2712321,14204,286,95.14362519,1.044546851,0.1738456,1507
VincentC_2016__MM089.2__bin.6,VincentC_2016,MM089.2,MEGAHIT,1676881,37800,103,97.2027972,0.174825175,0.1099901,6705
VincentC_2016__MM089.2__bin.7,VincentC_2016,MM089.2,MEGAHIT,1901544,26254,105,96.64480657,0,0.0605049,1557
VincentC_2016__MM089.2__bin.8,VincentC_2016,MM089.2,MEGAHIT,1173712,4062,317,68.78159475,0,0.350546,960
VincentC_2016__MM090.1__bin.7,VincentC_2016,MM090.1,MEGAHIT,4338370,44903,185,97.13458995,0.849041005,0.0383097,10068
VincentC_2016__MM090.2__bin.10,VincentC_2016,MM090.2,MEGAHIT,1058827,6110,224,63.87723714,0.67114094,0.5608676,4294
VincentC_2016__MM090.2__bin.15,VincentC_2016,MM090.2,MEGAHIT,3619845,17651,290,75,1.724137931,0.2852527,1836
VincentC_2016__MM090.2__bin.19,VincentC_2016,MM090.2,MEGAHIT,2348583,10632,308,89.08379093,1.845637584,0.7025064,15236
VincentC_2016__MM090.2__bin.21,VincentC_2016,MM090.2,MEGAHIT,2776827,34213,134,97.98657718,1.363255034,0.0811661,14874
VincentC_2016__MM090.2__bin.22,VincentC_2016,MM090.2,MEGAHIT,1498146,3076,504,56.9047619,0.892857143,2.7779304,15272
VincentC_2016__MM090.2__bin.24,VincentC_2016,MM090.2,MEGAHIT,2886321,62777,75,97.95918367,0,0.0883659,9228
VincentC_2016__MM090.2__bin.26,VincentC_2016,MM090.2,MEGAHIT,1495018,4194,395,53.93416928,3.448275862,2.144348,2318
VincentC_2016__MM090.2__bin.28,VincentC_2016,MM090.2,MEGAHIT,1544379,36351,88,79.11392405,0.690448792,0.0623657,5825
VincentC_2016__MM090.2__bin.29,VincentC_2016,MM090.2,MEGAHIT,2757921,18423,239,94.7147651,0.33557047,1.250747,15078
VincentC_2016__MM090.2__bin.3,VincentC_2016,MM090.2,MEGAHIT,2802277,12439,344,95.80536913,2.013422819,0.2797043,15126
VincentC_2016__MM090.2__bin.31,VincentC_2016,MM090.2,MEGAHIT,1372228,19109,105,63.77192982,0.584795322,0.1376324,4608
VincentC_2016__MM090.2__bin.32,VincentC_2016,MM090.2,MEGAHIT,6489169,23098,433,99.81408228,1.898734177,0.1232711,4742
VincentC_2016__MM090.2__bin.35,VincentC_2016,MM090.2,MEGAHIT,1324501,3149,435,58.18891682,3.686635945,3.0836787,14745
VincentC_2016__MM090.2__bin.36,VincentC_2016,MM090.2,MEGAHIT,3002174,39020,132,97.60683761,1.762820513,0.1276552,2303
VincentC_2016__MM090.2__bin.38,VincentC_2016,MM090.2,MEGAHIT,2112399,27387,126,92.28187919,1.738865162,0.9119195,15093
VincentC_2016__MM090.2__bin.4,VincentC_2016,MM090.2,MEGAHIT,5680956,9642,820,90.83812261,2.969348659,0.5748168,4987
VincentC_2016__MM090.2__bin.5,VincentC_2016,MM090.2,MEGAHIT,1670020,14584,155,95.79667644,0,0.1605307,9346
VincentC_2016__MM090.3__bin.3,VincentC_2016,MM090.3,MEGAHIT,1673820,6779,322,85.35319041,1.468570164,0.1086339,8182
VincentC_2016__MM091.1__bin.3,VincentC_2016,MM091.1,MEGAHIT,5692733,40745,209,98.80414313,0,0.0334996,4758
VincentC_2016__MM091.1__bin.4,VincentC_2016,MM091.1,MEGAHIT,2440068,4682,617,82.57352318,1.26705653,0.6266448,4584
VincentC_2016__MM091.1__bin.6,VincentC_2016,MM091.1,MEGAHIT,2230197,13745,230,92.36111111,1.765202703,0.0460395,1559
VincentC_2016__MM091.1__bin.8,VincentC_2016,MM091.1,MEGAHIT,4056740,4778,990,63.96551724,0,0.2899344,1814
VincentC_2016__MM091.2__bin.1,VincentC_2016,MM091.2,MEGAHIT,1273218,3516,384,61.88430094,0,0.696079,7115
VincentC_2016__MM091.2__bin.11,VincentC_2016,MM091.2,MEGAHIT,1736593,26468,95,98.91304348,0.951086957,0.0537221,7249
VincentC_2016__MM091.2__bin.7,VincentC_2016,MM091.2,MEGAHIT,1762539,9076,255,95.79415948,2.714570858,0.2558792,6959
VincentC_2016__MM091.2__bin.9,VincentC_2016,MM091.2,MEGAHIT,1129097,14735,113,71.00691584,1.928170798,0.4336645,8022
VincentC_2016__MM091.3__bin.14,VincentC_2016,MM091.3,MEGAHIT,1762327,17238,143,92.3006108,0.27173913,0.0983392,7248
VincentC_2016__MM091.3__bin.18,VincentC_2016,MM091.3,MEGAHIT,568845,2684,211,55,3.448275862,0.6027514,6720
VincentC_2016__MM091.3__bin.19,VincentC_2016,MM091.3,MEGAHIT,2401438,21471,163,96.8164794,0.74906367,0.0318274,7967
VincentC_2016__MM091.3__bin.20,VincentC_2016,MM091.3,MEGAHIT,1608473,12829,192,93.91549929,2.195692884,0.2026598,7122
VincentC_2016__MM091.3__bin.21,VincentC_2016,MM091.3,MEGAHIT,1600475,4379,448,67.55485893,0,0.5177309,7865
VincentC_2016__MM091.3__bin.5,VincentC_2016,MM091.3,MEGAHIT,1834584,20515,128,94.1380719,0.04222973,0.1421313,1557
VincentC_2016__MM091.3__bin.7,VincentC_2016,MM091.3,MEGAHIT,1687986,6436,319,78.19608583,3.481746185,0.2280355,6956
VincentC_2016__MM091.3__bin.8,VincentC_2016,MM091.3,MEGAHIT,651560,4319,167,51.72413793,0,0.6093005,970
VincentC_2016__MM091.4__bin.3,VincentC_2016,MM091.4,MEGAHIT,2570975,22104,177,99.25093633,0,0.0412108,7967
VincentC_2016__MM091.4__bin.4,VincentC_2016,MM091.4,MEGAHIT,1121869,6785,219,61.72836146,2.095808383,0.1323196,6956
VincentC_2016__MM091.4__bin.5,VincentC_2016,MM091.4,MEGAHIT,1065275,16959,114,77.41935484,0.403225806,0.0877761,970
VincentC_2016__MM092__bin.2,VincentC_2016,MM092,MEGAHIT,1048917,31754,57,57.59493671,0,0.0510409,5832
VincentC_2016__MM092__bin.3,VincentC_2016,MM092,MEGAHIT,2831457,54936,88,97.96466974,0.133928571,0.0409723,1517
VincentC_2016__MM093__bin.3,VincentC_2016,MM093,MEGAHIT,4634198,46594,164,94.34634449,2.261462206,0.0909237,1855
VincentC_2016__MM093__bin.4,VincentC_2016,MM093,MEGAHIT,1766587,4114,477,61.60410086,0.561797753,0.0856136,7962
VincentC_2016__MM094.1__bin.1,VincentC_2016,MM094.1,MEGAHIT,593959,3201,191,56.89655172,0,0.3932032,5832
VincentC_2016__MM094.1__bin.10,VincentC_2016,MM094.1,MEGAHIT,1912718,24048,125,94.63593279,0.473933649,0.0228449,15480
VincentC_2016__MM094.1__bin.2,VincentC_2016,MM094.1,MEGAHIT,2148741,18861,160,86.04761905,1.830357143,0.1731972,1517
VincentC_2016__MM094.1__bin.6,VincentC_2016,MM094.1,MEGAHIT,1272637,6013,254,81.71328671,0.34965035,0.7050087,6728
VincentC_2016__MM094.2__bin.1,VincentC_2016,MM094.2,MEGAHIT,2043229,9738,263,95.70625611,3.296210958,0.5964827,14512
VincentC_2016__MM094.2__bin.10,VincentC_2016,MM094.2,MEGAHIT,1976366,5340,445,84.37360179,3.355704698,0.5875421,14857
VincentC_2016__MM094.2__bin.11,VincentC_2016,MM094.2,MEGAHIT,1562482,4338,419,76.97480569,1.966028529,0.3069658,1557
VincentC_2016__MM094.2__bin.4,VincentC_2016,MM094.2,MEGAHIT,2489858,35481,157,96.1352657,0.724637681,0.0852729,4933
VincentC_2016__MM094.2__bin.5,VincentC_2016,MM094.2,MEGAHIT,2816675,7107,542,86.07894611,2.478902954,0.5233818,4712
VincentC_2016__MM094.2__bin.6,VincentC_2016,MM094.2,MEGAHIT,2397719,7526,419,91.07709751,1.020408163,0.3163732,15300
VincentC_2016__MM094.2__bin.7,VincentC_2016,MM094.2,MEGAHIT,1142536,3318,368,61.48733883,0.073313783,2.1295684,14741
VincentC_2016__MM094.2__bin.8,VincentC_2016,MM094.2,MEGAHIT,3912675,12550,431,98.52071006,0,0.1435641,15452
VincentC_2016__MM094.2__bin.9,VincentC_2016,MM094.2,MEGAHIT,1006410,2866,362,62.10664336,1.748251748,0.371892,6716
VincentC_2016__MM096__bin.1,VincentC_2016,MM096,MEGAHIT,1697377,4522,427,72.37000103,1.19047619,0.9890513,15318
VincentC_2016__MM096__bin.10,VincentC_2016,MM096,MEGAHIT,1414799,39056,54,98.01864802,0,0.0513396,6721
VincentC_2016__MM096__bin.11,VincentC_2016,MM096,MEGAHIT,2146274,66644,48,96.03773585,0.503144654,0.0725105,2024
VincentC_2016__MM096__bin.12,VincentC_2016,MM096,MEGAHIT,2733184,46153,100,98.57142857,0.535714286,0.0588197,1517
VincentC_2016__MM096__bin.15,VincentC_2016,MM096,MEGAHIT,1501982,16312,127,93.81781193,1.740506329,0.1470418,5832
VincentC_2016__MM096__bin.16,VincentC_2016,MM096,MEGAHIT,4246066,5661,929,64.10399393,0.847457627,0.2130543,4758
VincentC_2016__MM096__bin.17,VincentC_2016,MM096,MEGAHIT,769565,3027,270,54.1075605,0.33557047,0.7955367,568
VincentC_2016__MM096__bin.18,VincentC_2016,MM096,MEGAHIT,3020221,58179,80,73.01282051,0.128205128,0.0373666,1949
VincentC_2016__MM096__bin.19,VincentC_2016,MM096,MEGAHIT,2133089,111244,35,99.0521327,1.224328594,0.00468,15488
VincentC_2016__MM096__bin.3,VincentC_2016,MM096,MEGAHIT,1383112,37915,55,96.53362897,0.609756098,0.0831779,5300
VincentC_2016__MM096__bin.4,VincentC_2016,MM096,MEGAHIT,2970919,19267,237,94.00106838,3.461538462,0.2991757,2303
VincentC_2016__MM096__bin.5,VincentC_2016,MM096,MEGAHIT,1919412,50291,63,96.80851064,0,0.059554,3917
VincentC_2016__MM096__bin.6,VincentC_2016,MM096,MEGAHIT,1473989,54276,61,89.51048951,0,0.0613143,6707
VincentC_2016__MM096__bin.7,VincentC_2016,MM096,MEGAHIT,1250776,7969,220,61.35028192,0.786163522,0.2083647,1985
VincentC_2016__MM096__bin.8,VincentC_2016,MM096,MEGAHIT,1271777,4161,346,81.271777,0.965447154,0.5151261,6686
VincentC_2016__MM098.1__bin.1,VincentC_2016,MM098.1,MEGAHIT,1997642,11173,248,91.52614858,2.589605735,1.0188909,14631
VincentC_2016__MM098.1__bin.12,VincentC_2016,MM098.1,MEGAHIT,4000956,20336,287,98.78502001,3.773584906,0.0480156,4037
VincentC_2016__MM098.1__bin.13,VincentC_2016,MM098.1,MEGAHIT,3087018,32824,129,98.38709677,0.201612903,0.1597081,14809
VincentC_2016__MM098.1__bin.14,VincentC_2016,MM098.1,MEGAHIT,4277597,11008,515,92.40506329,0.632911392,0.165361,4699
VincentC_2016__MM098.1__bin.15,VincentC_2016,MM098.1,MEGAHIT,1675289,12140,217,66.21923937,0,0.1784189,5193
VincentC_2016__MM098.1__bin.16,VincentC_2016,MM098.1,MEGAHIT,2457373,23161,168,97.95918367,0,0.1094982,15291
VincentC_2016__MM098.1__bin.19,VincentC_2016,MM098.1,MEGAHIT,1845198,12631,196,93.90070922,2.364066194,0.1466758,3996
VincentC_2016__MM098.1__bin.2,VincentC_2016,MM098.1,MEGAHIT,2027640,9031,312,88.09235209,2.890151515,0.4868823,17234
VincentC_2016__MM098.1__bin.22,VincentC_2016,MM098.1,MEGAHIT,2901228,20599,224,95.82846004,2.339181287,0.485845,4626
VincentC_2016__MM098.1__bin.23,VincentC_2016,MM098.1,MEGAHIT,1992712,2875,704,51.03630646,1.078167116,0.2398175,6744
VincentC_2016__MM098.1__bin.3,VincentC_2016,MM098.1,MEGAHIT,1323149,16814,112,58.34307992,0,0.1211841,4608
VincentC_2016__MM098.1__bin.5,VincentC_2016,MM098.1,MEGAHIT,2616676,45127,91,94.85359361,0.816326531,0.0437597,9226
VincentC_2016__MM098.1__bin.6,VincentC_2016,MM098.1,MEGAHIT,2861023,13091,333,95.27078566,2.456140351,0.3088031,4584
VincentC_2016__MM098.10__bin.1,VincentC_2016,MM098.10,MEGAHIT,2298131,16266,219,94.56928839,0.561797753,0.0567289,7967
VincentC_2016__MM098.10__bin.2,VincentC_2016,MM098.10,MEGAHIT,1788171,6863,329,76.3322884,0,0.0561354,1557
VincentC_2016__MM098.11__bin.1,VincentC_2016,MM098.11,MEGAHIT,2580830,24145,163,99.25093633,0.374531835,0.020605,7967
VincentC_2016__MM098.12__bin.2,VincentC_2016,MM098.12,MEGAHIT,2503714,23424,163,97.19101124,0.374531835,0.0205598,7967
VincentC_2016__MM098.13__bin.2,VincentC_2016,MM098.13,MEGAHIT,2652127,28181,160,99.25093633,0.561797753,0.0239413,7967
VincentC_2016__MM098.14__bin.1,VincentC_2016,MM098.14,MEGAHIT,2581898,25838,154,99.62546816,0.374531835,0.0214393,7967
VincentC_2016__MM098.15__bin.1,VincentC_2016,MM098.15,MEGAHIT,2446649,21044,174,97.81925819,0.374531835,0.0231662,7967
VincentC_2016__MM098.2__bin.1,VincentC_2016,MM098.2,MEGAHIT,2377673,14568,231,92.05992509,1.685393258,0.023822,7967
VincentC_2016__MM098.2__bin.3,VincentC_2016,MM098.2,MEGAHIT,2035986,37936,88,88.70967742,1.638917794,0.0171784,14027
VincentC_2016__MM098.3__bin.1,VincentC_2016,MM098.3,MEGAHIT,2545724,97208,40,95.74829932,0.680272109,0.0398841,9226
VincentC_2016__MM098.3__bin.2,VincentC_2016,MM098.3,MEGAHIT,2338876,28274,126,98.50834817,0.584795322,0.143655,4608
VincentC_2016__MM098.3__bin.3,VincentC_2016,MM098.3,MEGAHIT,3468269,8132,570,89.46540881,1.929674099,0.1132435,4037
VincentC_2016__MM098.3__bin.4,VincentC_2016,MM098.3,MEGAHIT,2642369,6408,534,88.73972371,3.469785575,0.5607114,4584
VincentC_2016__MM098.3__bin.5,VincentC_2016,MM098.3,MEGAHIT,3079132,22100,208,97.58064516,0.806451613,0.2419661,14809
VincentC_2016__MM098.3__bin.7,VincentC_2016,MM098.3,MEGAHIT,1947268,6116,387,87.60112647,0,0.9651041,14631
VincentC_2016__MM098.3__bin.8,VincentC_2016,MM098.3,MEGAHIT,1960034,22541,141,95.03546099,0.709219858,0.0343208,3996
VincentC_2016__MM098.5__bin.2,VincentC_2016,MM098.5,MEGAHIT,1688796,30950,106,97.49783924,1.5917603,0.0847208,7122
VincentC_2016__MM098.5__bin.4,VincentC_2016,MM098.5,MEGAHIT,2643406,21312,179,95.31835206,0.012081672,0.0491754,7967
VincentC_2016__MM098.7__bin.1,VincentC_2016,MM098.7,MEGAHIT,3817683,7863,691,92.25661334,1.215057403,0.2800516,10184
VincentC_2016__MM098.7__bin.3,VincentC_2016,MM098.7,MEGAHIT,1771793,13866,214,97.98455056,0.983146067,0.1125509,7122
VincentC_2016__MM098.8__bin.1,VincentC_2016,MM098.8,MEGAHIT,2729644,17926,294,98.3789508,3.791486291,0.4082483,7985
VincentC_2016__MM098.8__bin.14,VincentC_2016,MM098.8,MEGAHIT,1863066,12884,229,90.01022495,2.779907975,0.3319233,7115
VincentC_2016__MM098.8__bin.6,VincentC_2016,MM098.8,MEGAHIT,1849488,3286,609,71.88415596,2.426470588,0.3374226,2548
VincentC_2016__MM098.8__bin.7,VincentC_2016,MM098.8,MEGAHIT,1032890,114485,18,57.75280899,0,0.0320592,7122
VincentC_2016__MM099.1__bin.2,VincentC_2016,MM099.1,MEGAHIT,1613272,5317,359,76.62783751,0.277777778,0.22324,1581
VincentC_2016__MM099.1__bin.3,VincentC_2016,MM099.1,MEGAHIT,2110817,6967,394,91.10866373,1.130690162,0.245646,17049
VincentC_2016__MM099.1__bin.4,VincentC_2016,MM099.1,MEGAHIT,1530828,28848,92,96.67832168,0,0.0527093,6721
VincentC_2016__MM099.3__bin.2,VincentC_2016,MM099.3,MEGAHIT,3725678,4157,1014,62.38694451,0,0.0743944,4758
VincentC_2016__MM099.4__bin.10,VincentC_2016,MM099.4,MEGAHIT,2418151,41009,94,97.9913552,0.14619883,0.1629036,4608
VincentC_2016__MM099.4__bin.11,VincentC_2016,MM099.4,MEGAHIT,4977157,119967,75,98.80952381,0.037202381,0.0400758,10115
VincentC_2016__MM099.4__bin.13,VincentC_2016,MM099.4,MEGAHIT,2668381,6115,538,53.62068966,0.862068966,0.6915464,1949
VincentC_2016__MM099.4__bin.16,VincentC_2016,MM099.4,MEGAHIT,3085409,60176,96,96.18187982,0,0.170791,4584
VincentC_2016__MM099.4__bin.2,VincentC_2016,MM099.4,MEGAHIT,4260018,28812,226,76.20689655,1.724137931,0.2723056,1934
VincentC_2016__MM099.4__bin.3,VincentC_2016,MM099.4,MEGAHIT,1541231,6116,294,64.82758621,0,0.7376681,2318
VincentC_2016__MM099.4__bin.4,VincentC_2016,MM099.4,MEGAHIT,2922662,62225,81,66.91729323,0,0.0524866,1814
VincentC_2016__MM099.4__bin.6,VincentC_2016,MM099.4,MEGAHIT,1860409,6105,355,86.63986807,2.040816327,0.709989,15316
VincentC_2016__MM099.4__bin.8,VincentC_2016,MM099.4,MEGAHIT,2489734,6717,453,58.62068966,1.724137931,1.5743599,1832
VincentC_2016__MM100.1__bin.1,VincentC_2016,MM100.1,MEGAHIT,4764504,23763,314,96.15757951,1.0377943,0.0517391,1836
VincentC_2016__MM100.1__bin.16,VincentC_2016,MM100.1,MEGAHIT,2094775,35365,104,93.51230425,0.67114094,0.1385908,4367
VincentC_2016__MM100.1__bin.17,VincentC_2016,MM100.1,MEGAHIT,1586280,4297,418,85.30212303,0.998003992,1.1318046,5767
VincentC_2016__MM100.1__bin.18,VincentC_2016,MM100.1,MEGAHIT,1922932,3485,588,74.18564527,1.770186335,1.1372341,9287
VincentC_2016__MM100.1__bin.19,VincentC_2016,MM100.1,MEGAHIT,2056445,6930,373,85.60047943,0.821256039,0.470804,4933
VincentC_2016__MM100.1__bin.20,VincentC_2016,MM100.1,MEGAHIT,1790493,40555,70,91.76327029,1.363255034,0.294832,4303
VincentC_2016__MM100.1__bin.23,VincentC_2016,MM100.1,MEGAHIT,2758956,19066,222,93.73015873,2.380952381,0.0439044,2240
VincentC_2016__MM100.1__bin.24,VincentC_2016,MM100.1,MEGAHIT,2479349,12296,251,95.79697987,0.861297539,0.1401378,4198
VincentC_2016__MM100.1__bin.25,VincentC_2016,MM100.1,MEGAHIT,1879133,7595,336,84.78353162,1.738865162,1.8273976,15254
VincentC_2016__MM100.1__bin.26,VincentC_2016,MM100.1,MEGAHIT,1874505,3110,643,65.25892379,0,2.882935,15369
VincentC_2016__MM100.1__bin.27,VincentC_2016,MM100.1,MEGAHIT,1865802,3269,617,58.65720968,1.510067114,2.9934546,15234
VincentC_2016__MM100.1__bin.28,VincentC_2016,MM100.1,MEGAHIT,1936800,3332,607,62.85469409,2.341772152,2.0353303,4874
VincentC_2016__MM100.1__bin.29,VincentC_2016,MM100.1,MEGAHIT,2388935,13116,246,89.26174497,0.692114094,0.2087149,5082
VincentC_2016__MM100.1__bin.31,VincentC_2016,MM100.1,MEGAHIT,1598205,3453,497,67.00320513,0.737179487,3.2233725,2286
VincentC_2016__MM100.1__bin.32,VincentC_2016,MM100.1,MEGAHIT,2360960,9121,364,88.66067741,0.185873606,0.3025463,1472
VincentC_2016__MM100.1__bin.39,VincentC_2016,MM100.1,MEGAHIT,2139661,18753,165,98.31730769,3.223824786,0.2157802,2318
VincentC_2016__MM100.1__bin.40,VincentC_2016,MM100.1,MEGAHIT,1804425,25242,111,94.4966443,0.67114094,0.1184087,4285
